phrase,frequency
com https kellyharris,2
https kellyharris film,2
com https kellyharris film,2
davisberg,2
portfolio davisberg,2
mother,2
antonio,2
bonnie,2
michaeljohnson,2
michael johnson,2
https michaeljohnson,2
com https michaeljohnson,2
enhanced,2
in enhanced,2
walker and,2
role in enhanced,2
mia,2
portfolio jennifershire,2
vt objective storyboard,2
vt objective storyboard artist,2
az objective pa,2
az objective pa supporting,2
kimberlyjackson,2
kimberly jackson,2
https kimberlyjackson,2
com https kimberlyjackson,2
id objective colorist,2
id objective colorist shaping,2
x471,2
andrewmouth,2
x019,2
south andrea,2
film south andrea,2
werner,2
x623,2
wa objective resourceful,2
wa objective resourceful producer,2
x4666,2
thomasport,2
jamesville,2
west angela,2
com west angela,2
il objective script,2
il objective script supervisor,2
grey eyes brown,2
hair grey eyes brown,2
grey eyes brown objective,2
ar objective casting,2
ar objective casting director,2
al objective casting,2
al objective casting director,2
as objective art,2
as objective art director,2
nc objective vfx,2
nc objective vfx artist,2
pittman,2
jessicachester,2
latoyahaven,2
com latoyahaven,2
lake john,2
john vt,2
john vt objective,2
meadows,2
enterprise-wide,2
in enterprise-wide,2
role in enterprise-wide,2
or objective vfx,2
or objective vfx artist,2
lake justin,2
justin ri,2
lake justin ri,2
justin ri objective,2
lake justin ri objective,2
timothyjackson,2
lake karen,2
x748,2
administration,2
zero administration,2
new courtney,2
andrewport,2
ismith,2
ismith gmail,2
ismith gmail com,2
ismith gmail com https,2
ga objective editor,2
ga objective editor focused,2
ak objective stunt,2
ak objective stunt coordinator,2
beasley,2
brandonburgh,2
co objective costume,2
co objective costume designer,2
nh objective vfx,2
nh objective vfx artist,2
ri objective stunt,2
ri objective stunt coordinator,2
ky objective music,2
ky objective music supervisor,2
x120,2
tucker,2
norman,2
content-based,2
frankchester,2
jenniferberg,2
davidfurt,2
film davidfurt,2
angelacohen,2
angela cohen,2
https angelacohen,2
com https angelacohen,2
sarahport,2
mn objective cinematographer,2
mn objective cinematographer crafting,2
dc objective composer,2
dc objective composer scoring,2
wi objective script,2
wi objective script supervisor,2
rachelmouth,2
x801,2
jonesborough,2
yvette,2
vt objective certified,2
vt objective certified drone,2
jenniferburgh,2
flynn,2
michael40,2
team-oriented,2
in team-oriented,2
role in team-oriented,2
danielfort,2
hi objective ad,2
hi objective ad maintaining,2
vi objective certified,2
vi objective certified drone,2
barbararoberts,2
barbara roberts,2
https barbararoberts,2
barbararoberts portfolio,2
com https barbararoberts,2
https barbararoberts portfolio,2
com https barbararoberts portfolio,2
web-enabled,2
va objective location,2
va objective location manager,2
stephenton,2
ms objective location,2
ms objective location manager,2
co objective post,2
co objective post supervisor,2
ne objective stunt,2
ne objective stunt coordinator,2
md objective production,2
md objective production designer,2
williamburgh,2
pa objective lighting,2
pa objective lighting technician,2
lenses,2
teams,2
and lighting,2
portray,2
assigned,2
authenticity,2
emotional,2
range,2
memorize,2
deliver,2
takes,2
participate,2
table,2
reads,2
press/promotional,2
moments,2
prior,2
film/tv/stage,2
related,2
disciplines,2
preferred,2
adaptability,2
genres,2
actor job,2
position actor,2
actor feature,2
collaborative actor,2
actor to,2
responsibilities portray,2
portray assigned,2
assigned character,2
character with,2
with authenticity,2
authenticity and,2
and emotional,2
emotional range,2
range memorize,2
memorize and,2
and deliver,2
deliver lines,2
lines with,2
with precision,2
precision and,2
and adapt,2
adapt across,2
across multiple,2
multiple takes,2
takes participate,2
participate in,2
in rehearsals,2
rehearsals table,2
table reads,2
reads and,2
and press/promotional,2
press/promotional moments,2
moments as,2
needed collaborate,2
requirements prior,2
prior acting,2
acting experience,2
experience film/tv/stage,2
film/tv/stage with,2
with reel,2
reel or,2
portfolio training,2
training in,2
film or,2
or related,2
related disciplines,2
disciplines preferred,2
preferred improvisation,2
improvisation skills,2
skills and,2
and adaptability,2
adaptability across,2
across genres,2
genres demonstrated,2
actor job description,2
template position actor,2
position actor feature,2
actor feature film,2
and collaborative actor,2
collaborative actor to,2
actor to contribute,2
environment responsibilities portray,2
responsibilities portray assigned,2
portray assigned character,2
assigned character with,2
character with authenticity,2
with authenticity and,2
authenticity and emotional,2
and emotional range,2
emotional range memorize,2
range memorize and,2
memorize and deliver,2
and deliver lines,2
deliver lines with,2
lines with precision,2
with precision and,2
precision and adapt,2
and adapt across,2
adapt across multiple,2
across multiple takes,2
multiple takes participate,2
takes participate in,2
participate in rehearsals,2
in rehearsals table,2
rehearsals table reads,2
table reads and,2
reads and press/promotional,2
and press/promotional moments,2
press/promotional moments as,2
moments as needed,2
as needed collaborate,2
needed collaborate with,2
pressure requirements prior,2
requirements prior acting,2
prior acting experience,2
acting experience film/tv/stage,2
experience film/tv/stage with,2
film/tv/stage with reel,2
with reel or,2
reel or portfolio,2
or portfolio training,2
portfolio training in,2
training in acting,2
for film or,2
film or related,2
or related disciplines,2
related disciplines preferred,2
disciplines preferred improvisation,2
preferred improvisation skills,2
improvisation skills and,2
skills and adaptability,2
and adaptability across,2
adaptability across genres,2
across genres demonstrated,2
genres demonstrated experience,2
actor job description template,2
description template position actor,2
template position actor feature,2
position actor feature film,2
actor feature film short,2
skilled and collaborative actor,2
and collaborative actor to,2
collaborative actor to contribute,2
actor to contribute to,2
safety-first environment responsibilities portray,2
environment responsibilities portray assigned,2
responsibilities portray assigned character,2
portray assigned character with,2
assigned character with authenticity,2
character with authenticity and,2
with authenticity and emotional,2
authenticity and emotional range,2
and emotional range memorize,2
emotional range memorize and,2
range memorize and deliver,2
memorize and deliver lines,2
and deliver lines with,2
deliver lines with precision,2
lines with precision and,2
with precision and adapt,2
precision and adapt across,2
and adapt across multiple,2
adapt across multiple takes,2
across multiple takes participate,2
multiple takes participate in,2
takes participate in rehearsals,2
participate in rehearsals table,2
in rehearsals table reads,2
rehearsals table reads and,2
table reads and press/promotional,2
reads and press/promotional moments,2
and press/promotional moments as,2
press/promotional moments as needed,2
moments as needed collaborate,2
as needed collaborate with,2
needed collaborate with producers,2
schedule pressure requirements prior,2
pressure requirements prior acting,2
requirements prior acting experience,2
prior acting experience film/tv/stage,2
acting experience film/tv/stage with,2
experience film/tv/stage with reel,2
film/tv/stage with reel or,2
with reel or portfolio,2
reel or portfolio training,2
or portfolio training in,2
portfolio training in acting,2
training in acting for,2
acting for film or,2
for film or related,2
film or related disciplines,2
or related disciplines preferred,2
related disciplines preferred improvisation,2
disciplines preferred improvisation skills,2
preferred improvisation skills and,2
improvisation skills and adaptability,2
skills and adaptability across,2
and adaptability across genres,2
adaptability across genres demonstrated,2
across genres demonstrated experience,2
genres demonstrated experience on,2
position location,2
collaborative location,2
core location,2
proven location,2
location manager job,2
template position location,2
position location manager,2
location manager feature,2
and collaborative location,2
collaborative location manager,2
location manager to,2
execute core location,2
core location manager,2
location manager tasks,2
requirements proven location,2
proven location manager,2
location manager expertise,2
location manager job description,2
description template position location,2
template position location manager,2
position location manager feature,2
location manager feature film,2
skilled and collaborative location,2
and collaborative location manager,2
collaborative location manager to,2
location manager to contribute,2
responsibilities execute core location,2
execute core location manager,2
core location manager tasks,2
location manager tasks to,2
pressure requirements proven location,2
requirements proven location manager,2
proven location manager expertise,2
location manager expertise with,2
operator job,2
position camera,2
operator feature,2
collaborative camera,2
operator to,2
core camera,2
operator tasks,2
proven camera,2
operator expertise,2
camera operator job,2
operator job description,2
template position camera,2
position camera operator,2
camera operator feature,2
operator feature film,2
and collaborative camera,2
collaborative camera operator,2
camera operator to,2
operator to contribute,2
execute core camera,2
core camera operator,2
camera operator tasks,2
operator tasks to,2
requirements proven camera,2
proven camera operator,2
camera operator expertise,2
operator expertise with,2
camera operator job description,2
operator job description template,2
description template position camera,2
template position camera operator,2
position camera operator feature,2
camera operator feature film,2
operator feature film short,2
skilled and collaborative camera,2
and collaborative camera operator,2
collaborative camera operator to,2
camera operator to contribute,2
operator to contribute to,2
responsibilities execute core camera,2
execute core camera operator,2
core camera operator tasks,2
camera operator tasks to,2
operator tasks to a,2
pressure requirements proven camera,2
requirements proven camera operator,2
proven camera operator expertise,2
camera operator expertise with,2
operator expertise with portfolio,2
position sound,2
collaborative sound,2
core sound,2
proven sound,2
sound designer job,2
template position sound,2
position sound designer,2
sound designer feature,2
and collaborative sound,2
collaborative sound designer,2
sound designer to,2
execute core sound,2
core sound designer,2
sound designer tasks,2
requirements proven sound,2
proven sound designer,2
sound designer expertise,2
sound designer job description,2
description template position sound,2
template position sound designer,2
position sound designer feature,2
sound designer feature film,2
skilled and collaborative sound,2
and collaborative sound designer,2
collaborative sound designer to,2
sound designer to contribute,2
responsibilities execute core sound,2
